取引No,来店日,来店時間,会計日,会計時間,合計,合計（10%標準）,合計（8%軽減）,合計（8%標準）,合計（非課税）,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,金券内訳,楽天Pay,出前館売掛,Uber売掛,Go to売掛,その他売掛,まとめ買い割引(税込),まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
HD0020250904123335676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB99587F7C8A4AD9A9743764925CBBD9,"スープ、純豆腐など","ワカメスープ","","",500,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904123335676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB99587F7C8A4AD9A9743764925CBBD9,"トッピング","追加サンチュ","","",400,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904123335676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB99587F7C8A4AD9A9743764925CBBD9,"プレート料理","チーズサムギョプサル(2人前)300g","","",3400,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904123335676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB99587F7C8A4AD9A9743764925CBBD9,"ランチドリンク+100円","とうもろこし茶","","",100,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904123335676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB99587F7C8A4AD9A9743764925CBBD9,"ランチ","石焼ビビンパ定食","","",1100,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904123335676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB99587F7C8A4AD9A9743764925CBBD9,"ランチ","レモン冷麺定食","","",1300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904125106205,2025/09/04,12:46:24,2025/09/04,13:45:07,3960,3960,0,0,0,3600,360,0,3960,360,4000,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,3,3,00:58:43,"B4",0003,"サジャニン","未設定",5BD6E9169BCA48BABC50A4C10C7F33D0,"ランチ","ビビンパ定食","","",1000,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250904125106205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5BD6E9169BCA48BABC50A4C10C7F33D0,"ランチ","ジャジャン麺定食","","",1300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904125106205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5BD6E9169BCA48BABC50A4C10C7F33D0,"ランチ","レモン冷麺定食","","",1300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904124452587,2025/09/04,12:44:17,2025/09/04,13:45:59,4840,4840,0,0,0,4400,440,0,4840,440,0,0,0,0,0,4840,0,0,0,0,0,0,0,0,0,0,0,2,5,01:01:42,"B3",0003,"サジャニン","未設定",E9EC8357D55343A3AF2196F09CF2F036,"ごはん、麺類、チジミ","キンパ","","",850,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250904124452587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E9EC8357D55343A3AF2196F09CF2F036,"ネネチキン","あり ハーフ&ハーフチキン","","",3550,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904124452587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E9EC8357D55343A3AF2196F09CF2F036,"サービス、店員呼び出し、その他","店員呼び出し","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904124452587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E9EC8357D55343A3AF2196F09CF2F036,"フレーバー選択","カルビ味","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904124452587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E9EC8357D55343A3AF2196F09CF2F036,"フレーバー選択","スパイシースノーウイング（甘辛チーズ）","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250904165704237,2025/09/04,17:59:12,2025/09/04,17:59:12,3564,0,3564,0,0,3300,264,0,3564,264,0,3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00036184",0003,"サジャニン","未設定",2804C168CF3C4832AE46EA1990B15D20,"テイクアウト","NENEハーフ&ハーフ骨なし T.O","通常","",3300,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
000320250904180118926,2025/09/04,18:07:31,2025/09/04,18:07:31,3400,0,3400,0,0,3400,251,0,3400,251,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,1,1,00:00:00,"伝票00036186",0003,"サジャニン","未設定",A7C897C97DFC48ECAD6A3E9AF021512F,"未設定","カスタム商品(食品)","","",3400,1,0,0,-,0,0,0,3400,0,0,0,0,"",0,0,0,0
000320250904180914582,2025/09/04,18:09:26,2025/09/04,18:09:26,3130,0,3130,0,0,3130,231,0,3130,231,0,0,0,0,0,0,0,0,0,0,0,3130,0,0,0,0,0,1,1,00:00:00,"伝票00036187",0003,"サジャニン","未設定",761718CF5BA14DD399D8384BC23F253F,"未設定","カスタム商品(食品)","","",3130,1,0,0,-,0,0,0,0,3130,0,0,0,"",0,0,0,0
000320250904180943790,2025/09/04,18:09:57,2025/09/04,18:09:57,2050,0,2050,0,0,2050,151,0,2050,151,0,0,0,0,0,0,0,0,0,0,0,2050,0,0,0,0,0,1,1,00:00:00,"伝票00036188",0003,"サジャニン","未設定",101B220D64A94505B18479ACF142EA81,"未設定","カスタム商品(食品)","","",2050,1,0,0,-,0,0,0,2050,0,0,0,0,"",0,0,0,0
000320250904181008648,2025/09/04,18:10:31,2025/09/04,18:10:31,2710,0,2710,0,0,2710,200,0,2710,200,0,0,0,0,0,0,0,0,0,0,0,2710,0,0,0,0,0,1,1,00:00:00,"伝票00036189",0003,"サジャニン","未設定",2F66BA3BB37F4C018FF5BE84C592C104,"未設定","カスタム商品(食品)","","",2710,1,0,0,-,0,0,0,2710,0,0,0,0,"",0,0,0,0
000320250904181044337,2025/09/04,18:10:53,2025/09/04,18:10:53,2960,0,2960,0,0,2960,219,0,2960,219,0,0,0,0,0,0,0,0,0,0,0,2960,0,0,0,0,0,1,1,00:00:00,"伝票00036190",0003,"サジャニン","未設定",9EE68085EB774047A032725138183428,"未設定","カスタム商品(食品)","","",2960,1,0,0,-,0,0,0,2960,0,0,0,0,"",0,0,0,0
000320250904181104479,2025/09/04,18:11:11,2025/09/04,18:11:11,2700,0,2700,0,0,2700,200,0,2700,200,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,1,1,00:00:00,"伝票00036191",0003,"サジャニン","未設定",A95460BE3EFA4739BC9F77FE042123FD,"未設定","カスタム商品(食品)","","",2700,1,0,0,-,0,0,0,0,2700,0,0,0,"",0,0,0,0
000320250904181120068,2025/09/04,18:11:30,2025/09/04,18:11:30,1520,0,1520,0,0,1520,112,0,1520,112,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,1,1,00:00:00,"伝票00036192",0003,"サジャニン","未設定",82F36345510241378394F3224629754A,"未設定","カスタム商品(食品)","","",1520,1,0,0,-,0,0,0,0,1520,0,0,0,"",0,0,0,0
000320250904181140576,2025/09/04,18:34:11,2025/09/04,18:34:11,1850,0,1850,0,0,1850,137,0,1850,137,0,0,0,0,0,0,0,0,0,0,0,1850,0,0,0,0,0,1,1,00:00:00,"伝票00036193",0003,"サジャニン","未設定",209D427E67974400890C78432E0F8CCB,"未設定","カスタム商品(食品)","","",1850,1,0,0,-,0,0,0,1850,0,0,0,0,"",0,0,0,0
000320250904183420502,2025/09/04,18:36:19,2025/09/04,18:36:19,2214,0,2214,0,0,2050,164,0,2214,164,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00036194",0003,"サジャニン","未設定",F66F11705BC64F31AAF449BD1FFFFC6F,"テイクアウト","ヤンニョムチキン T.O骨あり","ハーフ","",2050,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
000320250904183659325,2025/09/04,19:08:28,2025/09/04,19:08:28,3010,0,3010,0,0,3010,222,0,3010,222,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,1,1,00:00:00,"伝票00036195",0003,"サジャニン","未設定",D11B844E8EDB4926880A267F518F8EC5,"未設定","カスタム商品(食品)","","",3010,1,0,0,-,0,0,0,0,3010,0,0,0,"",0,0,0,0
000320250904191911713,2025/09/04,19:33:40,2025/09/04,19:33:40,4100,0,4100,0,0,4100,303,0,4100,303,0,0,0,0,0,0,0,0,0,0,0,4100,0,0,0,0,0,1,1,00:00:00,"伝票00036196",0003,"サジャニン","未設定",BB9D9E48658044BEA4A0A7BCF3A7377F,"未設定","カスタム商品(食品)","","",4100,1,0,0,-,0,0,0,0,4100,0,0,0,"",0,0,0,0
HD0020250904185644574,2025/09/04,18:56:43,2025/09/04,20:02:20,3938,3938,0,0,0,3580,358,0,3938,358,5038,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,1,4,01:05:37,"A4",0003,"サジャニン","未設定",68002E2E420D4DF58B3754F0796E4B3C,"ごはん、麺類、チジミ","白ごはん","普通盛り","",280,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250904185644574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68002E2E420D4DF58B3754F0796E4B3C,"スープ、純豆腐など","スンドゥブ","チーズスンドゥブ","",1000,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185644574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68002E2E420D4DF58B3754F0796E4B3C,"ネネチキン","ヤンニョムチキン","ハーフ","",2000,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185644574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68002E2E420D4DF58B3754F0796E4B3C,"お通し（席料）","席料（お通し）","","",300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185205639,2025/09/04,18:51:08,2025/09/04,20:16:36,6842,6842,0,0,0,6220,622,0,6842,622,7131,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,4,9,01:25:28,"B4",0003,"サジャニン","未設定",EA81845D66AC457396D76FD0299EDA08,"韓国ソフトドリンク","ボンボン ブドウ","","",380,2,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250904185205639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EA81845D66AC457396D76FD0299EDA08,"韓国ソフトドリンク","ナシジュース","","",380,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185205639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EA81845D66AC457396D76FD0299EDA08,"韓国ソフトドリンク","チルソンサイダー","","",380,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185205639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EA81845D66AC457396D76FD0299EDA08,"プレート料理","ネネUFOフォンデュ(2人前)10本","","",3100,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185205639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EA81845D66AC457396D76FD0299EDA08,"ごはん、麺類、チジミ","キンパ","","",850,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185205639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EA81845D66AC457396D76FD0299EDA08,"トッピング","ヤンニョムチキン","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185205639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EA81845D66AC457396D76FD0299EDA08,"トッピング","スノーウイング（チーズ）","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904185205639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EA81845D66AC457396D76FD0299EDA08,"揚げ物、フライ","チーズボール","","",750,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,2025/09/04,19:03:34,2025/09/04,20:20:59,12518,9548,2970,0,0,11430,1088,0,12518,1088,0,12518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,01:17:25,"A3",0003,"サジャニン","未設定",8A4210A285AB4B39B75CDE4049E8F1C1,"プレート料理","チーズタッカルビ(2人前)","","",3200,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"ごはん、麺類、チジミ","ビビンパ","石焼ビビンパ","",1200,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"カクテル各種","カシスソーダ","","",550,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"チューハイ各種","しょっぱい梅チューハイ","","",550,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"テイクアウト","フライドチキン T.O骨なし","ハーフ","",1900,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"ネネチキン","しんちゃんエコバッグ","","",100,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"お通し（席料）","席料（お通し）","","",300,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"ビール、韓国ビール","サントリー生ビール　　中ジョッキ","","",650,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"焼酎、韓国焼酎、チャミスル","チャミスルトクトク マスカット","","",850,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"ごはん、麺類、チジミ","やさいチヂミ(野菜)","","",980,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904190336757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A4210A285AB4B39B75CDE4049E8F1C1,"テイクアウト","マンドゥT.O","肉マンドゥ","",850,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250904202831535,2025/09/04,20:28:41,2025/09/04,20:28:41,1800,0,1800,0,0,1800,133,0,1800,133,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,1,1,00:00:00,"伝票00036198",0003,"サジャニン","未設定",53093163BAF7421E8528E104F5405324,"未設定","カスタム商品(食品)","","",1800,1,0,0,-,0,0,0,1800,0,0,0,0,"",0,0,0,0
000320250904203246059,2025/09/04,21:27:40,2025/09/04,21:27:40,7344,0,7344,0,0,6800,544,0,7344,544,0,7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,00:00:00,"伝票00036199",0003,"サジャニン","未設定",CE0DBC0E7364435F9202C4FBADE96C3B,"テイクアウト","ヤンニョムチキン T.O骨なし","1羽","",3250,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
000320250904203246059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE0DBC0E7364435F9202C4FBADE96C3B,"テイクアウト","チョンヤンマヨチキン T.O骨なし","1羽","",3550,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,2025/09/04,20:45:58,2025/09/04,21:36:13,8525,8525,0,0,0,7750,775,0,8525,775,8525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,00:50:15,"A3",0003,"サジャニン","未設定",0A37C26EB17B45119C3DB604CF94DDEF,"揚げ物、フライ","フライドポテト","","",650,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"アラカルト、一品","センマイ刺し","","",980,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"ネネチキン","NENE BOX（箱）","","",70,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"お通し（席料）","席料（お通し）","","",300,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"ネネチキン","あり ハーフ&ハーフチキン","","",3550,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"ソフトドリンク","ソフトドリンク飲み放題（80分）韓国ジュース不可","","",500,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"フレーバー選択","ヤンニョム","","",0,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"フレーバー選択","スノーウイング（チーズ）","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"フレーバー選択","カルビ味","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"ポテトフレーバー選択","ハニーバター","","",50,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904204600765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A37C26EB17B45119C3DB604CF94DDEF,"エビカンジョン","エビカンジョンハーフ＆ハーフ（2種6P）","","",850,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904195643648,2025/09/04,19:56:30,2025/09/04,22:01:13,6468,6468,0,0,0,5880,588,0,6468,588,0,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,02:04:43,"A5",0003,"サジャニン","未設定",9B1E8CA2799646C3BD42C8C6D334BF31,"韓国ソフトドリンク","チルソンサイダー","","",380,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250904195643648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B1E8CA2799646C3BD42C8C6D334BF31,"アラカルト、一品","キムチ 白菜","","",450,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904195643648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B1E8CA2799646C3BD42C8C6D334BF31,"ごはん、麺類、チジミ","チーズキンパ","","",1200,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904195643648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B1E8CA2799646C3BD42C8C6D334BF31,"スープ、純豆腐など","ユッケジャン","","",1000,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904195643648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B1E8CA2799646C3BD42C8C6D334BF31,"ネネチキン","フライドチキン","ハーフ","",1900,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904195643648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B1E8CA2799646C3BD42C8C6D334BF31,"ソフトドリンク","白ぶどうジュース","","",350,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904195643648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B1E8CA2799646C3BD42C8C6D334BF31,"お通し（席料）","席料（お通し）","","",300,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,2025/09/04,18:28:48,2025/09/04,22:03:04,10340,10340,0,0,0,9400,940,0,10340,940,0,10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,03:34:16,"D個室1",0003,"サジャニン","未設定",70CF207CC0C844369AD2F3E5BF43AE11,"ソフトドリンク","ウーロン茶","アイス","",350,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"ソフトドリンク","とうもろこし茶","アイス","",350,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"ごはん、麺類、チジミ","ビビンパ","石焼ビビンパ","",1200,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"ごはん、麺類、チジミ","キンパ","","",850,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"ネネチキン","ヤンニョムチキン","1羽","",3250,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"ソフトドリンク","レモネード","","",350,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"お通し（席料）","席料（お通し）","","",300,3,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"フレーバー選択","カルビ味","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"フレーバー選択","ホットブリング","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"アラカルト、一品","ロゼトッポキ　タンミョン入り（極太春雨）","","",1300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250904182850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70CF207CC0C844369AD2F3E5BF43AE11,"エビカンジョン","エビカンジョンハーフ＆ハーフ（2種6P）","","",850,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250904203353091,2025/09/04,22:04:13,2025/09/04,22:04:13,4393,0,4393,0,0,4068,325,0,4393,325,5000,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,1,4,00:00:00,"伝票00036201",0003,"サジャニン","未設定",CB996360B13444E78E52CEB4D06913D9,"テイクアウト","チヂミ  T.O","海鮮","",1200,2,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
